曲|6
博|28
株|24
置|22
撃|28
製|24
録|28
清|28
局|8
修|28
案|22
額|24
円|2
央|4
荷|16
隊|28
券|28
勢|22
装|33
陣|37
届|24
統|22
営|22
腰|24
討|26
肩|24
庁|24
型|24
旬|37
載|24
廃|36
益|28
濃|27
値|22
管|24
視|24
差|24
上|1
正|2
象|24
精|28
境|24
程|28
武|24
述|24
環|24
憲|28
追|11
粉|31
直|6
態|22
傘|28
展|24
票|25
況|25
鐘|45
影|25
鬼|23
施|23
兆|37
看|23
身|8
割|23
口|1
崎|23
限|25
側|17
護|23
規|23
胃|27
沿|34
平|4
捕|25
景|25
秀|23
宅|23
呼|23
幹|23
抜|25
張|23
現|23
沢|23
掛|25
針|26
逮|25
肌|45
訟|25
横|10
乾|29
徴|26
顧|40
足|4
城|23
属|25
鮮|25
契|37
乳|23
怪|26
生|3
拝|34
慣|25
絞|25
品|16
捜|25
民|7
古|3
触|24
個|20
突|26
今|3
男|4
複|32
図|5
台|3
心|3
頻|40
号|4
五|2
語|10
事|9
午|3
助|8
義|21
常|17
厚|20
解|21
合|8
審|21
済|21
過|22
澄|45
援|22
委|21
和|9
異|33
策|22
吸|22
藤|22
菌|45
縁|44
岸|11
観|22
領|22
秘|32
価|22
韓|29
座|18
優|23
則|23
輸|24
隠|25
豊|25
祝|24
奥|38
眠|27
迷|27
極|27
靴|27
症|27
閣|29
給|27
健|27
刑|37
端|27
盾|48
再|26
悪|12
就|27
織|27
奏|38
郎|27
障|26
汁|35
筆|26
較|26
河|26
菓|26
刺|26
励|26
昇|27
締|27
怖|29
系|30
烈|29
猛|29
版|30
適|30
貧|30
預|30
翌|30
債|36
延|30
略|29
越|30
世|4
符|30
娘|29
献|36
宗|29
婚|30
江|29
促|29
催|29
宴|29
臣|29
督|29
詰|29
旗|30
押|30
渇|30
魅|30
快|30
照|30
覧|30
渡|25
飾|30
漏|30
激|26
枕|30
撮|30
繁|40
貯|26
往|26
創|26
印|26
造|26
故|26
屈|27
惑|27
悩|27
睡|27
復|26
独|26
受|9
消|12
専|16
令|11
夫|15
付|7
暑|12
陽|12
蓄|48
米|5
単|15
街|29
板|29
添|29
香|37
索|29
請|29
緊|29
幼|28
簿|50
酢|35
嫁|45
融|31
既|31
編|31
粋|34
棒|31
形|5
華|31
普|31
豪|31
鑑|31
除|31
幾|31
来|5
聖|34
尋|31
倉|31
孫|31
径|31
舎|35
嘆|31
迎|32
志|32
浮|30
磁|34
驚|31
帯|31
散|31
貨|31
筋|33
脈|31
銅|35
酔|35
陸|31
射|34
富|31
破|35
滞|35
弱|7
亀|35
彼|35
炎|35
綺|28
介|35
徳|31
落|10
卵|32
祈|18
眼|32
偵|31
辺|7
序|32
衛|32
賛|32
飼|32
乏|30
密|32
食|6
圏|39
績|32
銭|32
込|32
危|16
背|30
皇|33
祖|32
墳|50
雑|32
党|32
暖|32
歓|34
欲|32
染|32
厳|32
左|2
朝|8
机|32
厄|35
劇|34
豆|34
窓|33
巧|50
簡|33
誌|33
否|33
紹|35
講|35
政|16
地|6
互|35
垂|33
宝|33
灰|33
伴|38
拡|33
干|17
汗|26
