淵|10287
憑|10280
洲|10259
詮|10249
濁|10242
咽|10149
餌|10132
猪|10100
侮|10099
零|10084
昧|10065
宜|10037
遥|9986
償|9967
蛮|9933
閑|9927
貯|9921
漫|9898
銘|9883
虜|9877
篇|9848
兎|9836
埃|9833
雛|9810
窺|9790
儲|9765
疎|9757
潤|9741
柿|9727
墨|9720
國|9710
欺|9677
捧|9668
鳩|9600
忽|9600
桶|9590
只|9581
肢|9552
褒|9535
餅|9529
芽|9452
糖|9422
俳|9419
撲|9414
癒|9414
堵|9359
弦|9349
恒|9321
箸|9317
茫|9313
紺|9305
鎧|9271
刈|9252
懇|9210
禅|9203
仇|9198
藍|9168
棺|9163
濯|9161
妨|9136
慨|9132
宵|9106
宰|9098
套|9090
吟|9085
郭|9076
慄|9057
楊|9044
薫|9035
薙|9026
鉱|8991
販|8956
霞|8929
弄|8878
斗|8860
詫|8849
璧|8844
揉|8837
抽|8829
訝|8827
棲|8813
乍|8801
峠|8795
烏|8791
梁|8780
罠|8761
鯨|8733
奔|8727
粘|8697
淑|8696
柵|8687
碗|8686
箇|8678
幣|8668
秩|8660
笹|8645
暦|8632
拐|8598
偏|8596
躯|8591
焚|8587
躇|8578
吠|8577
梯|8535
痺|8527
躊|8509
讃|8476
剖|8470
吏|8443
狽|8397
柏|8384
頓|8328
稀|8328
帥|8312
溝|8290
沸|8267
鷲|8253
紗|8243
膜|8234
畏|8220
亮|8206
堕|8195
翁|8180
翡|8158
俯|8148
堤|8137
惹|8136
騙|8130
裡|8080
淫|8047
溺|8046
莫|8027
隈|8026
欄|8023
叶|8010
盃|8010
喝|7986
妊|7984
某|7982
刹|7981
樽|7981
賑|7966
禄|7900
肺|7881
椎|7866
仔|7860
諾|7857
淳|7853
婿|7849
懲|7844
漆|7837
羨|7821
遍|7811
倭|7786
蚊|7778
狗|7742
裳|7733
簿|7726
曖|7707
襖|7705
燕|7701
募|7691
瞼|7687
贅|7680
蓄|7676
槌|7614
圏|7607
頸|7601
炊|7588
奢|7574
漕|7567
慕|7557
朴|7552
墜|7538
爽|7537
斧|7523
摂|7523
撤|7507
磁|7478
枠|7464
杏|7454
曳|7426
詠|7416
敦|7408
暁|7393
傑|7369
伐|7367
萩|7367
逐|7367
舐|7347
蒙|7333
郊|7311
幡|7299
漬|7288
駿|7277
釜|7253
挿|7219
餓|7212
咎|7188
硝|7174
鮎|7173
瓜|7169
墳|7167
蜜|7160
憧|7156
琥|7150
瞭|7144
赴|7136
煩|7136
塾|7127
唖|7125
票|7119
渇|7117
夷|7104
珀|7096
兆|7095
桑|7091
臥|7077
頻|7050
糞|7047
焔|7037
阻|7002
穿|6998
昏|6996
鴨|6993
殷|6992
玲|6977
剃|6963
鞘|6958
汲|6951
蔦|6947
惟|6939
緋|6937
披|6934
噌|6927
軸|6916
繊|6915
滲|6909
灼|6893
岬|6873
軟|6858
麓|6856
胎|6821
藪|6820
礎|6812
捻|6811
蜘|6792
屑|6771
髄|6754
采|6751
殖|6712
俵|6661
拗|6648
峡|6626
酌|6614
詣|6602
筑|6602
藁|6601
粛|6599
攣|6566
菅|6558
褐|6550
垢|6533
呈|6529
酬|6526
撒|6514
漸|6514
枢|6483
蹟|6481
后|6476
擁|6465
些|6455
舷|6455
踵|6435
洒|6428
喘|6406
蛍|6405
蛛|6391
隼|6372
腸|6362
錦|6361
袴|6355
肖|6348
鞍|6344
蔽|6336
窪|6330
虹|6320
獅|6317
